example_key,example_id,env_name,n_samples,repeat_idx,reference_peak_sentence_idx,subset_peak_sentence_idx,peak_exact,peak_within_one,reference_jump_sentence_idx,reference_jump_magnitude,subset_jump_sentence_idx,jump_exact,jump_within_one
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,10,21,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,10,22,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,10,23,8,6,0.0,0.0,3,0.2902405560016632,6,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,10,24,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,0,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,1,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,2,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,3,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,4,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,5,8,7,0.0,1.0,3,0.2902405560016632,4,0.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,6,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,7,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,8,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,9,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,10,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,11,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,12,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,13,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,14,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,15,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,16,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,17,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,18,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,19,8,8,1.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,20,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,21,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,22,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,23,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,25,24,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,0,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,1,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,2,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,3,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,4,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,5,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,6,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,7,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,8,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,9,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,10,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,11,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,12,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,13,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,14,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,15,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,16,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,17,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,18,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,19,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,20,8,8,1.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,21,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,22,8,7,0.0,1.0,3,0.2902405560016632,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,23,8,7,0.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,50,24,8,8,1.0,1.0,3,0.2902405560016632,3,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,100,0,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,0,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,1,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,2,13,12,0.0,1.0,10,0.3687680959701538,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,3,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,4,13,11,0.0,0.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,5,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,6,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,7,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,8,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,9,13,12,0.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,10,13,13,1.0,1.0,10,0.3687680959701538,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,11,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,12,13,12,0.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,13,13,13,1.0,1.0,10,0.3687680959701538,8,0.0,0.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,14,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,15,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,16,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,17,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,18,13,11,0.0,0.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,19,13,12,0.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,20,13,12,0.0,1.0,10,0.3687680959701538,4,0.0,0.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,21,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,22,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,23,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,10,24,13,11,0.0,0.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,0,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,1,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,2,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,3,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,4,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,5,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,6,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,7,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,8,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,9,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,10,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,11,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,12,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,13,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,14,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,15,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,16,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,17,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,18,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,19,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,20,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,21,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,22,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,23,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,25,24,13,13,1.0,1.0,10,0.3687680959701538,7,0.0,0.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,0,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,1,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,2,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,3,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,4,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,5,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,6,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,7,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,8,13,12,0.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,9,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,10,13,13,1.0,1.0,10,0.3687680959701538,10,1.0,1.0
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,50,11,13,13,1.0,1.0,10,0.3687680959701538,11,0.0,1.0
