example_key,example_id,env_name,prefix_sentence_idx,prefix_sentence_number,prefix_sentence_text,temperature,top_p,repetition_penalty,combo_key,n_generations,avg_reasoning_tokens,avg_first_sentence_tokens,avg_first_sentence_similarity,avg_first_sentence_embedding_similarity,avg_first_sentence_lexical_similarity,unique_first_sentence_fraction,nonempty_first_sentence_count
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.7,0.9,1.2,temp_0.7__top_p_0.9__rep_1.2,100,179.77999877929688,27.09000015258789,0.437751442193985,0.437751442193985,0.25851356983184814,0.99,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.5,1.1,temp_0.9__top_p_0.5__rep_1.1,100,172.2899932861328,22.520000457763672,0.501462459564209,0.501462459564209,0.3022304177284241,0.63,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.5,1.2,temp_0.9__top_p_0.5__rep_1.2,100,164.00999450683594,26.399999618530273,0.4848494827747345,0.4848494827747345,0.29842230677604675,0.79,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.7,1.1,temp_0.9__top_p_0.7__rep_1.1,100,174.69000244140625,24.25,0.45903280377388,0.45903280377388,0.2637876868247986,0.96,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.7,1.2,temp_0.9__top_p_0.7__rep_1.2,100,181.83999633789062,26.889999389648438,0.39783620834350586,0.39783620834350586,0.2402048259973526,0.99,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.9,1.1,temp_0.9__top_p_0.9__rep_1.1,100,180.5800018310547,24.799999237060547,0.4121990501880646,0.4121990501880646,0.2210085690021515,1.0,100
AdvisorAudit::2026-03-05/gpu_5/state_185/sample_49,2026-03-05/gpu_5/state_185/sample_49,AdvisorAudit,4,5,"The audit probability is 25%, which isn't too high, so the advisor might not lose much if the investor goes against them.",0.9,0.9,1.2,temp_0.9__top_p_0.9__rep_1.2,100,183.38999938964844,29.6299991607666,0.3910732865333557,0.3910732865333557,0.22972744703292847,1.0,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.5,1.1,temp_0.5__top_p_0.5__rep_1.1,100,580.9199829101562,10.0,1.0000001192092896,1.0000001192092896,1.0,0.01,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.5,1.2,temp_0.5__top_p_0.5__rep_1.2,100,729.6599731445312,30.399999618530273,0.9079875946044922,0.9079875946044922,0.7612084746360779,0.03,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.7,1.1,temp_0.5__top_p_0.7__rep_1.1,100,468.5400085449219,13.069999694824219,0.9272911548614502,0.9272911548614502,0.849966287612915,0.06,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.7,1.2,temp_0.5__top_p_0.7__rep_1.2,100,569.8900146484375,23.469999313354492,0.8567882776260376,0.8567882776260376,0.7111691236495972,0.05,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.9,1.1,temp_0.5__top_p_0.9__rep_1.1,100,494.1700134277344,11.960000038146973,0.9337892532348633,0.9337892532348633,0.8768005967140198,0.07,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.5,0.9,1.2,temp_0.5__top_p_0.9__rep_1.2,100,664.6500244140625,23.040000915527344,0.6599373817443848,0.6599373817443848,0.5050982236862183,0.42,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.5,1.1,temp_0.7__top_p_0.5__rep_1.1,100,570.760009765625,10.0,1.0000001192092896,1.0000001192092896,1.0,0.01,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.5,1.2,temp_0.7__top_p_0.5__rep_1.2,100,666.3499755859375,29.5,0.9069580435752869,0.9069580435752869,0.7596395611763,0.03,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.7,1.1,temp_0.7__top_p_0.7__rep_1.1,100,520.4400024414062,13.020000457763672,0.9096640944480896,0.9096640944480896,0.8364283442497253,0.08,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.7,1.2,temp_0.7__top_p_0.7__rep_1.2,100,596.6099853515625,23.81999969482422,0.7064410448074341,0.7064410448074341,0.5525625348091125,0.38,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.9,1.1,temp_0.7__top_p_0.9__rep_1.1,100,478.489990234375,18.450000762939453,0.8160385489463806,0.8160385489463806,0.6416662931442261,0.44,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.7,0.9,1.2,temp_0.7__top_p_0.9__rep_1.2,100,815.9099731445312,25.559999465942383,0.6127045154571533,0.6127045154571533,0.4219934642314911,0.82,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.5,1.1,temp_0.9__top_p_0.5__rep_1.1,100,532.5900268554688,10.0,1.0000001192092896,1.0000001192092896,1.0,0.01,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.5,1.2,temp_0.9__top_p_0.5__rep_1.2,100,705.6300048828125,26.649999618530273,0.7235732674598694,0.7235732674598694,0.5851718187332153,0.14,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.7,1.1,temp_0.9__top_p_0.7__rep_1.1,100,486.42999267578125,13.550000190734863,0.8746500015258789,0.8746500015258789,0.7662971615791321,0.19,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.7,1.2,temp_0.9__top_p_0.7__rep_1.2,100,724.989990234375,25.3799991607666,0.6658898591995239,0.6658898591995239,0.4666474461555481,0.75,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.9,1.1,temp_0.9__top_p_0.9__rep_1.1,100,576.47998046875,19.850000381469727,0.7476291060447693,0.7476291060447693,0.5550316572189331,0.72,100
AdvisorAudit::2026-03-05/gpu_3/state_460/sample_25,2026-03-05/gpu_3/state_460/sample_25,AdvisorAudit,7,8,"The structured income note offers a slightly lower return of 0.10% but much less risk, though it costs $3,500 in fees if audited.",0.9,0.9,1.2,temp_0.9__top_p_0.9__rep_1.2,100,1021.6799926757812,22.299999237060547,0.5543873310089111,0.5543873310089111,0.3734194040298462,0.85,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.5,1.1,temp_0.5__top_p_0.5__rep_1.1,100,430.4700012207031,21.0,0.9999998807907104,0.9999998807907104,1.0,0.01,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.5,1.2,temp_0.5__top_p_0.5__rep_1.2,100,837.1599731445312,24.790000915527344,0.8667207360267639,0.8667207360267639,0.7148172855377197,0.12,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.7,1.1,temp_0.5__top_p_0.7__rep_1.1,100,506.7099914550781,20.200000762939453,0.8793804049491882,0.8793804049491882,0.7425276041030884,0.25,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.7,1.2,temp_0.5__top_p_0.7__rep_1.2,100,773.9299926757812,29.8700008392334,0.6353011131286621,0.6353011131286621,0.46752840280532837,0.76,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.9,1.1,temp_0.5__top_p_0.9__rep_1.1,100,564.4500122070312,20.389999389648438,0.7429462671279907,0.7429462671279907,0.6025333404541016,0.66,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.5,0.9,1.2,temp_0.5__top_p_0.9__rep_1.2,100,795.27001953125,26.93000030517578,0.6042079925537109,0.6042079925537109,0.434814453125,0.93,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.5,1.1,temp_0.7__top_p_0.5__rep_1.1,100,501.4100036621094,21.0,0.9999998807907104,0.9999998807907104,1.0,0.01,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.5,1.2,temp_0.7__top_p_0.5__rep_1.2,100,697.1500244140625,27.270000457763672,0.5940124988555908,0.5940124988555908,0.435091108083725,0.43,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.7,1.1,temp_0.7__top_p_0.7__rep_1.1,100,562.6099853515625,20.719999313354492,0.8774808645248413,0.8774808645248413,0.7039687633514404,0.34,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.7,1.2,temp_0.7__top_p_0.7__rep_1.2,100,909.489990234375,29.3700008392334,0.7122563719749451,0.7122563719749451,0.5301371216773987,0.84,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.9,1.1,temp_0.7__top_p_0.9__rep_1.1,100,569.3499755859375,20.75,0.6852652430534363,0.6852652430534363,0.5367199182510376,0.85,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.7,0.9,1.2,temp_0.7__top_p_0.9__rep_1.2,100,911.3200073242188,27.09000015258789,0.5706521272659302,0.5706521272659302,0.40188053250312805,0.97,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.5,1.1,temp_0.9__top_p_0.5__rep_1.1,100,487.0799865722656,21.030000686645508,0.943032443523407,0.943032443523407,0.8615040183067322,0.18,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.5,1.2,temp_0.9__top_p_0.5__rep_1.2,100,739.4099731445312,28.3700008392334,0.5907178521156311,0.5907178521156311,0.42564186453819275,0.63,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.7,1.1,temp_0.9__top_p_0.7__rep_1.1,100,599.02001953125,20.690000534057617,0.7084099054336548,0.7084099054336548,0.5871067643165588,0.66,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.7,1.2,temp_0.9__top_p_0.7__rep_1.2,100,1036.489990234375,28.450000762939453,0.646920382976532,0.646920382976532,0.4529164731502533,0.97,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.9,1.1,temp_0.9__top_p_0.9__rep_1.1,100,644.3099975585938,23.149999618530273,0.6483413577079773,0.6483413577079773,0.5189372301101685,0.98,100
AdvisorAudit::2026-03-05/gpu_3/state_25/sample_39,2026-03-05/gpu_3/state_25/sample_39,AdvisorAudit,8,9,So there's a 25% chance the investor will choose AUDIT instead of following the advisor's recommendation.,0.9,0.9,1.2,temp_0.9__top_p_0.9__rep_1.2,100,1313.239990234375,27.850000381469727,0.5106646418571472,0.5106646418571472,0.3529151976108551,0.99,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.5,1.1,temp_0.5__top_p_0.5__rep_1.1,100,956.22998046875,21.280000686645508,0.8794538378715515,0.8794538378715515,0.8683083057403564,0.03,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.5,1.2,temp_0.5__top_p_0.5__rep_1.2,100,822.219970703125,34.13999938964844,0.9160939455032349,0.9160939455032349,0.69456946849823,0.13,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.7,1.1,temp_0.5__top_p_0.7__rep_1.1,100,888.5399780273438,22.290000915527344,0.6813434362411499,0.6813434362411499,0.6094413995742798,0.33,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.7,1.2,temp_0.5__top_p_0.7__rep_1.2,100,818.5499877929688,31.760000228881836,0.8058769702911377,0.8058769702911377,0.5523567199707031,0.69,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.9,1.1,temp_0.5__top_p_0.9__rep_1.1,100,881.7899780273438,23.040000915527344,0.5982304811477661,0.5982304811477661,0.4656618535518646,0.76,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.5,0.9,1.2,temp_0.5__top_p_0.9__rep_1.2,100,826.8400268554688,30.610000610351562,0.5976607799530029,0.5976607799530029,0.3950720429420471,0.94,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.5,1.1,temp_0.7__top_p_0.5__rep_1.1,100,999.6699829101562,20.639999389648438,0.6781155467033386,0.6781155467033386,0.6063054800033569,0.11,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.5,1.2,temp_0.7__top_p_0.5__rep_1.2,100,800.719970703125,32.599998474121094,0.9042917490005493,0.9042917490005493,0.6828155517578125,0.19,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.7,1.1,temp_0.7__top_p_0.7__rep_1.1,100,917.3400268554688,25.049999237060547,0.6022914052009583,0.6022914052009583,0.5195906162261963,0.59,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.7,1.2,temp_0.7__top_p_0.7__rep_1.2,100,965.739990234375,29.700000762939453,0.6233131289482117,0.6233131289482117,0.4239669740200043,0.88,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.9,1.1,temp_0.7__top_p_0.9__rep_1.1,100,877.9299926757812,23.899999618530273,0.5114998817443848,0.5114998817443848,0.36086219549179077,0.92,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.7,0.9,1.2,temp_0.7__top_p_0.9__rep_1.2,100,1002.02001953125,30.639999389648438,0.5471825003623962,0.5471825003623962,0.3388637900352478,1.0,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.5,1.1,temp_0.9__top_p_0.5__rep_1.1,100,924.4400024414062,21.5,0.6880664229393005,0.6880664229393005,0.6105395555496216,0.25,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.5,1.2,temp_0.9__top_p_0.5__rep_1.2,100,1056.6300048828125,32.33000183105469,0.8035308122634888,0.8035308122634888,0.5782003402709961,0.58,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.7,1.1,temp_0.9__top_p_0.7__rep_1.1,100,878.719970703125,23.579999923706055,0.5310837030410767,0.5310837030410767,0.4069051146507263,0.84,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.7,1.2,temp_0.9__top_p_0.7__rep_1.2,100,1162.260009765625,28.8700008392334,0.5759330987930298,0.5759330987930298,0.3765583634376526,0.97,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.9,1.1,temp_0.9__top_p_0.9__rep_1.1,100,965.6400146484375,22.579999923706055,0.4431094527244568,0.4431094527244568,0.28896060585975647,0.97,100
AdvisorAudit::2026-03-05/gpu_2/state_391/sample_2,2026-03-05/gpu_2/state_391/sample_2,AdvisorAudit,8,9,"This month, there's a 25% chance the investor will audit based on their current skepticism level being MED.",0.9,0.9,1.2,temp_0.9__top_p_0.9__rep_1.2,100,1567.4599609375,26.489999771118164,0.45552605390548706,0.45552605390548706,0.23877574503421783,0.99,100
AdvisorAudit::2026-03-05/gpu_2/state_97/sample_15,2026-03-05/gpu_2/state_97/sample_15,AdvisorAudit,8,9,"The audit probability this month is 0.25, meaning there's a 25% chance the investor will audit the recommendation.",0.5,0.5,1.1,temp_0.5__top_p_0.5__rep_1.1,100,894.8900146484375,23.5,0.8668251633644104,0.8668251633644104,0.7813509702682495,0.02,100
